BlockHeight,UnixTimestamp,TxnFee(ETH),TxnFee (Binary),status,Block Generation Rate,Stake Reward,Coin Stake,Stake Distribution Rate,Txnsize,Coin Days,Coin Age,Block Density (%),Block Score,Coin Day Weight,Node Label,Node Uptime,Transaction Velocity,Node Efficiency,Network Latency
5468684,1524893367,0.00195149,0,0,0,1,73,1321,43,2,105,1621,3771,28,0,8 days 15:42:36,-8.480581672920248e-09,0.0,-117916440.0
15117198,1641612277,0.502841261,1,1,1,1,103,1067,43,1,99,1194,4172,55,1,1359 days 13:37:46,8.5675920037293e-09,43.0,116718910.0
6201661,1524145611,0.0,1,0,0,1,30,961,66,1,117,1707,3335,0,0,0 days 00:00:00,-8.513053396782369e-09,0.0,-117466666.0
5558366,1524145611,0.0,0,0,0,1,56,886,68,3,90,1655,3393,24,0,0 days 00:00:00,0.0,0.0,0.0
14610920,1524145611,0.013263394,0,0,1,1,48,1435,66,1,116,1509,2477,0,0,0 days 00:00:00,0.0,66.0,0.0
15450240,1647656659,0.4573807,1,0,1,1,37,1801,39,2,80,1655,5158,26,1,1429 days 12:37:28,8.096441704550998e-09,39.0,123511048.0
6182957,1524333293,0.0,0,0,0,1,64,1447,37,2,60,2803,2956,30,0,2 days 04:08:02,-8.108763427686527e-09,0.0,-123323366.0
15450240,1646563342,0.432301823,1,1,1,1,112,1705,70,2,82,1557,3485,30,1,1416 days 20:55:31,8.181294274045493e-09,70.0,122230049.0
5468684,1534720121,0.0,0,0,0,1,60,2360,76,2,70,2405,2918,28,1,122 days 09:21:50,-8.941087274301586e-09,0.0,-111843221.0
15450240,1653399141,0.487830488,1,1,1,1,38,1134,61,1,66,1361,3922,56,1,1495 days 23:45:30,8.426089126789218e-09,61.0,118679020.0
5916391,1524145611,0.0,1,0,0,1,43,1006,79,2,86,1475,1629,0,1,0 days 00:00:00,-7.736732606064995e-09,0.0,-129253530.0
15450240,1655825167,0.507994857,1,1,1,1,99,3850,85,1,114,1336,5377,53,1,1524 days 01:39:16,7.594193285402633e-09,85.0,131679556.0
5515597,1528622269,0.003326436,0,0,0,1,37,794,57,2,85,1622,3464,0,0,51 days 19:30:58,-7.861456112422848e-09,0.0,-127202898.0
15450240,1647514032,0.0,1,0,0,1,44,2172,57,1,82,1640,6230,29,0,1427 days 21:00:21,8.411011619030328e-09,0.0,118891763.0
6010911,1524145611,0.0,1,0,0,1,189,1376,60,1,81,2650,2842,5,1,0 days 00:00:00,-8.105802051239676e-09,0.0,-123368421.0
5721625,1524145611,0.0,1,0,0,0,114,1694,50,2,97,1465,1193,52,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1524145611,0.48110223,0,0,0,1,30,3850,56,2,79,1654,2176,26,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1524145611,0.0,1,1,1,1,39,1338,72,3,76,1591,4064,61,1,0 days 00:00:00,0.0,72.0,0.0
15450240,1661999151,0.01115576,1,0,0,0,46,1329,58,1,50,1454,2487,61,0,1595 days 12:39:00,7.254075593561109e-09,0.0,137853540.0
5468684,1527731455,0.0,1,0,0,0,40,927,71,3,42,1246,2664,25,0,41 days 12:04:04,-7.447807847987501e-09,0.0,-134267696.0
6043144,1526863678,0.0,0,0,0,0,99,1092,79,2,69,1260,2015,0,0,31 days 11:01:07,-1.1523697908564067e-06,0.0,-867777.0
5665662,1524145611,0.0,1,0,0,1,47,1313,87,2,281,1692,2712,27,0,0 days 00:00:00,-3.679085173397124e-07,0.0,-2718067.0
5697139,1524145611,0.014578805,1,0,0,1,57,896,78,2,45,1156,1477,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1639506473,0.455207045,1,1,1,1,41,3850,75,2,94,2059,2448,51,1,1335 days 04:41:02,8.668451177141863e-09,75.0,115360862.0
5649833,1524145611,0.0,1,0,0,1,48,1191,60,1,46,1572,3276,22,0,0 days 00:00:00,-8.668451177141863e-09,0.0,-115360862.0
5803406,1559610363,0.474982763,1,0,0,1,39,943,48,2,128,1429,2114,30,1,410 days 11:19:12,2.8197010936379876e-08,0.0,35464752.0
15450240,1653169113,0.49283526,0,0,0,1,36,1619,60,3,62,1322,2915,54,0,1493 days 07:51:42,1.0688471147808196e-08,0.0,93558750.0
5886879,1524145611,0.0,1,0,1,1,30,1249,8,2,42,1069,3393,29,0,0 days 00:00:00,-7.750525946815488e-09,8.0,-129023502.0
14509554,1524145611,0.465930087,1,0,0,1,33,1088,28,1,72,1254,1884,32,1,0 days 00:00:00,0.0,0.0,0.0
15450240,1644997892,0.51084238,1,1,1,1,158,2578,73,1,97,2465,4776,55,1,1398 days 18:04:41,8.274564548765116e-09,73.0,120852281.0
6478689,1599739765,0.0,1,0,0,1,45,1563,69,1,97,1575,3689,0,1,874 days 22:22:34,-2.2095479116932965e-08,0.0,-45258127.0
6566211,1524145611,0.003750168,1,0,0,1,37,2560,67,1,73,1129,1191,66,1,0 days 00:00:00,-1.3228536164317682e-08,0.0,-75594154.0
15366013,1646230936,0.423043007,1,1,1,1,117,1695,68,1,98,2808,2437,59,1,1413 days 00:35:25,8.190992652065267e-09,68.0,122085325.0
5684244,1524145611,0.0,1,0,0,1,125,1434,62,2,109,1704,3368,58,0,0 days 00:00:00,-8.190992652065267e-09,0.0,-122085325.0
15450240,1660524611,0.469738962,1,1,1,1,44,2818,73,2,102,1597,6726,52,1,1578 days 11:03:20,7.332507204188328e-09,73.0,136379000.0
15450240,1643821367,0.4437117,1,1,1,1,122,3011,78,3,101,1276,3780,55,1,1385 days 03:15:56,-5.98686099538509e-08,78.0,-16703244.0
15450240,1649662191,0.551246461,1,1,1,1,67,2473,49,3,294,1708,3135,54,1,1452 days 17:43:00,1.712087198655532e-07,49.0,5840824.0
5714507,1526295947,0.467941406,1,1,0,1,94,1138,76,1,58,943,1354,26,1,24 days 21:18:56,-8.105945091430362e-09,0.0,-123366244.0
14193242,1661419166,0.593710667,1,1,1,1,189,1805,51,1,75,2310,4653,57,1,1588 days 19:32:35,7.400652585104563e-09,51.0,135123219.0
15450240,1653987622,0.468951538,0,0,0,1,70,3264,43,1,99,1608,4760,51,0,1502 days 19:13:31,-1.345615392978902e-07,0.0,-7431544.0
13066814,1524145611,0.473661542,1,0,1,1,64,1605,56,2,294,1330,2578,54,1,0 days 00:00:00,-7.70166752885551e-09,56.0,-129842011.0
15450240,1643629211,0.461224932,1,1,1,1,66,676,48,1,99,1704,3654,58,1,1382 days 21:53:20,8.369349433729817e-09,48.0,119483600.0
15285179,1524145611,0.0,1,0,0,0,39,1481,27,1,70,1411,2812,55,0,0 days 00:00:00,-8.369349433729817e-09,0.0,-119483600.0
5871982,1524145611,0.0,1,1,0,0,75,1583,48,1,98,1377,2468,30,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1661999151,0.0,1,1,1,1,67,1610,46,3,112,1698,3040,51,1,1595 days 12:39:00,7.254075593561109e-09,46.0,137853540.0
15450240,1640424757,0.56470471,1,1,1,1,75,2149,59,2,81,1810,5010,54,1,1345 days 19:45:46,-4.635124397932104e-08,59.0,-21574394.0
5468684,1524145611,0.014940012,0,0,0,1,30,1294,76,2,100,1635,1993,24,0,0 days 00:00:00,-8.599994361843696e-09,0.0,-116279146.0
5468684,1524145611,0.0,1,0,0,0,77,1345,45,1,101,1558,1007,25,0,0 days 00:00:00,0.0,0.0,0.0
5922721,1524145611,0.0,0,0,0,1,65,1307,76,2,71,1375,2754,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1526678371,0.0,1,0,0,1,47,988,74,1,80,3042,3362,23,0,29 days 07:32:40,3.94826197507857e-07,0.0,2532760.0
5793358,1524145611,0.0,0,0,0,1,84,1307,62,1,35,1660,4223,25,0,0 days 00:00:00,-3.94826197507857e-07,0.0,-2532760.0
15450240,1661869646,0.456076188,1,0,1,1,66,1020,53,3,171,1268,3390,55,1,1594 days 00:40:35,7.260896763589593e-09,53.0,137724035.0
6470401,1525056016,0.0,0,0,0,1,56,1709,60,1,96,1415,2552,0,0,10 days 12:53:25,-7.3092132706368514e-09,0.0,-136813630.0
15450240,1657388449,0.422581035,1,1,1,1,61,3767,51,3,102,1688,6042,56,1,1542 days 03:53:58,7.556726475360731e-09,51.0,132332433.0
15450240,1524145611,0.0,1,1,1,1,61,1363,85,1,73,2762,2742,53,1,0 days 00:00:00,-7.505093819751872e-09,85.0,-133242838.0
15450240,1646077837,0.4585845,1,1,1,1,73,1027,58,2,91,1290,5063,58,1,1411 days 06:03:46,8.201277322698922e-09,58.0,121932226.0
15450240,1657482622,0.604086065,1,1,1,1,44,1800,24,1,122,1596,5376,53,1,1543 days 06:03:31,8.768249467219241e-08,24.0,11404785.0
15410835,1645478241,0.486912763,1,1,1,1,48,1320,64,3,105,2751,4214,52,1,1404 days 07:30:30,-8.330292082532204e-08,64.0,-12004381.0
15450240,1652248986,0.465450063,1,1,1,1,61,1454,30,1,31,2253,3946,55,1,1482 days 16:16:15,1.4769423453401364e-07,30.0,6770745.0
6321997,1524145611,0.0,1,0,0,1,54,1683,32,3,111,1270,3416,27,1,0 days 00:00:00,-7.806195582278765e-09,0.0,-128103375.0
5468684,1524145611,0.001863916,0,0,0,1,48,1554,53,2,100,2341,3065,0,0,0 days 00:00:00,0.0,0.0,0.0
5548427,1528154091,0.0,1,0,0,1,30,1066,67,2,97,961,3835,27,0,46 days 09:28:00,2.494711212230072e-07,0.0,4008480.0
12057269,1524145611,0.0,1,0,0,0,30,1893,59,2,90,2220,3343,60,0,0 days 00:00:00,-2.494711212230072e-07,0.0,-4008480.0
6089899,1524145611,0.008396473,0,0,0,1,119,727,68,3,91,1709,2183,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1543193641,0.0,0,1,0,1,61,3850,49,1,94,1233,1562,23,0,220 days 11:07:10,5.2498867336937206e-08,0.0,19048030.0
15450240,1652771615,0.497005034,1,1,1,1,31,1672,32,1,72,1572,3255,53,1,1488 days 17:26:44,9.125921601726276e-09,32.0,109577974.0
5808742,1524145611,7.48e-05,1,0,0,1,45,3615,69,2,50,1637,3042,0,0,0 days 00:00:00,-7.774477702036051e-09,0.0,-128626004.0
5797253,1538092006,0.0,0,0,0,1,68,1297,26,2,94,1673,3816,0,0,161 days 09:59:55,7.170311754399614e-08,0.0,13946395.0
15450240,1659594232,0.519174207,1,1,1,1,100,1540,87,1,89,1834,7195,53,1,1567 days 16:37:01,8.230301887637844e-09,87.0,121502226.0
5952876,1653210733,0.0,1,1,1,1,58,2223,68,2,110,1472,5804,25,0,1493 days 19:25:22,-1.5665389780745638e-07,68.0,-6383499.0
5773744,1524145611,0.0,1,0,0,1,68,1454,86,1,74,2406,4144,28,0,0 days 00:00:00,-7.748026612487919e-09,0.0,-129065122.0
5468684,1524145611,0.0,1,0,0,0,64,1631,401,2,106,1334,1653,27,0,0 days 00:00:00,0.0,0.0,0.0
14176875,1545995542,0.0,1,1,0,1,44,1658,39,3,84,1282,2069,26,1,252 days 21:25:31,4.5766734915547335e-08,0.0,21849931.0
5593766,1648244480,0.48608069,1,1,1,1,85,1685,37,1,107,1346,1906,27,1,1436 days 07:54:29,9.780052678884548e-09,37.0,102248938.0
5468684,1547252473,0.0,1,0,0,0,33,1507,43,2,40,1191,2394,1,0,267 days 10:34:22,-9.901773711656213e-09,0.0,-100992007.0
15450240,1529973328,0.0,1,1,1,1,30,1265,58,1,95,2915,5554,56,1,67 days 10:48:37,-5.7873233889755545e-08,58.0,-17279145.0
15450240,1660389391,0.531202064,0,1,0,1,157,2372,56,1,45,1378,921,56,0,1576 days 21:29:40,7.667767121600657e-09,0.0,130416063.0
15450240,1661999151,0.502826002,1,1,1,1,67,3070,26,1,95,1354,4401,63,1,1595 days 12:39:00,6.212106152469934e-07,26.0,1609760.0
5645054,1524145611,0.0,1,0,0,1,58,948,25,1,98,1233,2565,0,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
5698618,1524145611,0.0,0,0,0,1,48,1955,47,2,68,1275,2654,53,0,0 days 00:00:00,0.0,0.0,0.0
5594279,1524145611,0.0,0,0,0,1,35,1486,61,2,93,1462,2339,0,0,0 days 00:00:00,0.0,0.0,0.0
15130308,1525871572,0.0,1,0,0,1,46,1471,5,2,69,1466,2757,0,0,19 days 23:26:01,5.793873673854739e-07,0.0,1725961.0
6045304,1525405671,0.0,1,0,0,1,30,965,71,3,94,1335,2349,0,0,14 days 14:01:00,-2.1463787371136788e-06,0.0,-465901.0
15450240,1654133054,0.391690237,1,1,1,1,105,1803,39,1,85,2123,4749,61,1,1504 days 11:37:23,7.768354927249628e-09,39.0,128727383.0
15205530,1530895884,0.013683802,0,0,0,1,30,951,74,2,126,1464,3812,28,0,78 days 03:04:33,-8.114434954973406e-09,0.0,-123237170.0
15450240,1653699435,0.395262746,1,1,1,1,78,1683,52,1,62,2605,2995,55,1,1499 days 11:10:24,8.143087002427153e-09,52.0,122803551.0
6064605,1524145611,0.034340301,1,0,0,1,44,1557,58,1,109,1578,3436,25,0,0 days 00:00:00,-7.71879956241199e-09,0.0,-129553824.0
15450240,1638416829,0.007574636,1,1,0,1,66,1617,50,1,106,1596,3327,30,0,1322 days 14:00:18,8.751110012671782e-09,0.0,114271218.0
15450240,1651866146,0.448090109,1,1,1,1,123,2535,66,1,86,1853,6442,53,1,1478 days 05:55:35,7.435321808534962e-08,66.0,13449317.0
15450240,1660399604,0.499439614,1,1,1,1,44,1567,69,3,102,1489,4644,28,1,1577 days 00:19:53,1.171857879888786e-07,69.0,8533458.0
14328973,1524145611,0.0,1,0,0,1,68,3850,68,3,81,2848,6364,55,1,0 days 00:00:00,-7.339234454582186e-09,0.0,-136253993.0
5859691,1524145611,0.0,0,0,0,1,68,838,8,3,92,1518,3689,25,0,0 days 00:00:00,0.0,0.0,0.0
6093373,1524963158,0.0,1,0,1,0,30,1650,72,1,95,1401,2841,24,0,9 days 11:05:47,1.2231712672176649e-06,72.0,817547.0
6157845,1661999151,0.0,1,0,0,1,40,1484,187,2,86,934,1396,29,1,1595 days 12:39:00,7.297352893265056e-09,0.0,137035993.0
5468684,1545225338,0.0,1,0,0,1,43,1594,57,1,61,1398,1677,0,0,243 days 23:28:47,-8.563563818884632e-09,0.0,-116773813.0
5939216,1524145611,0.0,1,1,0,1,34,968,64,1,40,2591,3928,59,0,0 days 00:00:00,-4.743894453661568e-08,0.0,-21079727.0
6009033,1524145611,0.0,1,0,0,1,40,1558,13,2,106,1599,3174,0,0,0 days 00:00:00,0.0,0.0,0.0
5718476,1524145611,0.0,1,0,0,1,31,1406,43,1,94,1619,2173,33,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1644558226,0.031940986,1,1,1,1,106,1591,72,1,91,1303,4213,59,1,1393 days 15:56:55,8.304777701240024e-09,72.0,120412615.0
5468684,1525170310,0.0,0,0,0,1,45,1944,29,2,79,1518,1124,27,0,11 days 20:38:19,-8.376057087720671e-09,0.0,-119387916.0
15450240,1661999151,0.524366169,1,1,1,1,116,1621,58,1,88,1314,5744,57,1,1595 days 12:39:00,7.308400719406811e-09,58.0,136828841.0
15450240,1648173448,0.52345734,1,1,0,1,121,2838,52,1,150,2586,5733,60,0,1435 days 12:10:37,-7.232905263479189e-08,0.0,-13825703.0
15450240,1661999151,0.47115874,1,1,1,1,115,1693,59,1,68,1687,4054,50,1,1595 days 12:39:00,7.232905263479189e-08,59.0,13825703.0
15278786,1650159434,0.0,1,1,1,1,76,1833,51,1,114,1532,2610,0,0,1458 days 11:50:23,-8.446147825999559e-08,51.0,-11839717.0
5757051,1526158583,0.0,1,0,0,1,43,796,49,2,91,1280,3566,0,0,23 days 07:09:32,-8.064460783418332e-09,0.0,-124000851.0
5934046,1527800429,0.0,1,0,0,1,33,1677,40,1,103,1324,2238,26,0,42 days 07:13:38,6.090705218394417e-07,0.0,1641846.0
15450240,1651033801,0.481802984,1,1,1,1,122,1700,23,3,96,3219,4748,52,1,1468 days 14:43:10,8.11468503840015e-09,23.0,123233372.0
5823879,1524145611,0.0,1,0,0,1,42,1700,64,2,105,1260,3155,28,0,0 days 00:00:00,-7.880954090368851e-09,0.0,-126888190.0
15450240,1661999151,0.553463044,1,0,0,0,46,932,61,3,105,1487,4011,53,0,1595 days 12:39:00,7.254075593561109e-09,0.0,137853540.0
6117531,1524145611,0.0,1,0,0,1,38,760,65,2,65,1409,2549,24,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
6196871,1524145611,0.0,1,0,0,1,41,1065,31,2,89,3014,2376,0,0,0 days 00:00:00,0.0,0.0,0.0
5737990,1524145611,0.0,1,0,0,1,42,1042,84,2,83,2562,2965,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1649633561,0.525210831,1,1,1,1,105,1744,42,1,30,1786,2672,57,1,1452 days 09:45:50,7.968892630726695e-09,42.0,125487950.0
5468684,1524200391,0.0,1,0,0,1,31,1549,47,2,30,1476,3238,25,0,0 days 15:13:00,-7.972372857992825e-09,0.0,-125433170.0
5976647,1524145611,0.013109488,1,0,0,1,135,1824,30,1,55,1778,2861,55,0,0 days 00:00:00,-1.825483753194597e-05,0.0,-54780.0
14819320,1609414325,0.0,1,0,0,1,40,959,80,2,99,1462,4152,54,0,986 days 21:45:14,1.1727630840075765e-08,0.0,85268714.0
15450240,1648491712,0.468979673,1,1,1,1,103,2785,55,1,79,2710,5684,62,1,1439 days 04:35:01,2.559024737247657e-08,55.0,39077387.0
15450240,1655394630,0.504827295,1,1,1,1,84,2604,32,1,92,2913,6748,58,1,1519 days 02:03:39,1.4486627249519698e-07,32.0,6902918.0
5468684,1524145611,0.0,1,0,1,1,45,936,90,1,115,1703,3159,23,0,0 days 00:00:00,-7.619104566412036e-09,90.0,-131249019.0
6194192,1524145611,0.0,1,0,0,0,58,1588,80,2,75,1541,2385,28,0,0 days 00:00:00,0.0,0.0,0.0
5995378,1524145611,0.001531582,1,0,1,1,63,1114,57,3,93,1395,3277,0,0,0 days 00:00:00,0.0,57.0,0.0
15450240,1652574009,0.47742592,1,1,0,1,189,1762,64,3,101,2163,3611,52,1,1486 days 10:33:18,7.786439880687448e-09,0.0,128428398.0
6001095,1524145611,0.0,1,0,0,1,46,1726,59,1,145,2533,2636,0,0,0 days 00:00:00,-7.786439880687448e-09,0.0,-128428398.0
15450240,1655368962,0.467018378,1,1,1,1,96,2322,57,3,73,1799,3919,56,1,1518 days 18:55:51,7.620594904637056e-09,57.0,131223351.0
15450240,1652324645,0.455228273,1,1,1,1,43,1662,71,1,112,1377,4683,56,1,1483 days 13:17:14,-3.2848090392689066e-07,71.0,-3044317.0
6410522,1524145611,0.0,1,0,0,1,43,1797,36,1,85,1473,1443,0,0,0 days 00:00:00,-7.801587894631817e-09,0.0,-128179034.0
15450240,1645499240,0.499896544,1,1,1,1,95,2372,49,1,119,2594,4851,58,1,1404 days 13:20:29,8.240379857119888e-09,49.0,121353629.0
15136006,1634850855,0.024707049,1,1,1,1,42,1475,28,1,30,1525,2204,0,0,1281 days 07:27:24,-9.391095457198441e-08,28.0,-10648385.0
6185861,1530054350,0.0,1,1,0,1,40,3463,58,2,80,1273,1812,28,0,68 days 09:18:59,-9.542302961343988e-09,0.0,-104796505.0
15450240,1526829245,0.503065434,1,1,0,1,44,1463,39,1,111,1317,4775,56,1,31 days 01:27:14,-3.100674241613839e-07,0.0,-3225105.0
5468684,1528107451,0.0,1,0,0,0,40,1357,49,1,90,1630,1810,30,0,45 days 20:30:40,7.823465075269558e-07,0.0,1278206.0
6503814,1524145611,0.004192273,1,0,0,0,47,1210,70,2,119,1511,2009,0,0,0 days 00:00:00,-2.5240797205338936e-07,0.0,-3961840.0
15450240,1652591799,0.0,1,0,1,1,108,2332,47,1,87,1489,5398,29,1,1486 days 15:29:48,7.785361446460365e-09,47.0,128446188.0
5468684,1524145611,0.0,1,0,0,1,42,981,81,3,37,1324,3061,27,0,0 days 00:00:00,-7.785361446460365e-09,0.0,-128446188.0
5756314,1524442619,0.0,1,0,0,1,39,935,85,2,38,1352,3529,1,0,3 days 10:30:08,3.366912675752842e-06,0.0,297008.0
5468684,1524145611,0.0,1,0,0,1,56,1348,79,2,68,1657,3748,0,0,0 days 00:00:00,-3.366912675752842e-06,0.0,-297008.0
15450240,1653901358,0.416208943,1,1,1,1,31,1727,56,1,94,1312,1665,52,0,1501 days 19:15:47,7.706787738657926e-09,56.0,129755747.0
15450240,1637722812,0.561936375,1,1,1,1,116,1006,62,1,96,2658,3540,59,1,1314 days 13:13:21,-6.181025167527415e-08,62.0,-16178546.0
6263710,1532924991,0.018661891,0,0,0,1,70,782,67,2,58,1780,2639,27,0,101 days 14:43:00,-9.542183133750462e-09,0.0,-104797821.0
15450240,1659378572,0.0,1,0,0,1,100,1559,77,3,47,1698,5191,29,1,1565 days 04:42:41,7.908040184326612e-09,0.0,126453581.0
6052572,1524145611,0.028479424,1,0,0,1,48,1545,67,2,64,1217,2464,28,0,0 days 00:00:00,-7.394646930787828e-09,0.0,-135232961.0
5963750,1524145611,0.485913126,0,1,0,1,62,1600,50,3,75,1202,3188,0,0,0 days 00:00:00,0.0,0.0,0.0
15450240,1659657789,0.545635116,1,1,1,1,69,1774,81,3,127,1712,2955,59,1,1568 days 10:16:18,7.37941057961595e-09,81.0,135512178.0
6342287,1648304928,0.516428603,1,0,0,1,86,2639,63,1,96,1623,3658,53,1,1437 days 00:41:57,-8.808352361576524e-08,0.0,-11352861.0
6307507,1524145611,0.012446405,1,0,0,1,33,2249,84,2,85,1683,2609,0,0,0 days 00:00:00,-8.054168017048612e-09,0.0,-124159317.0
6023916,1661508896,0.0,1,1,0,1,45,952,37,1,106,1724,3037,60,0,1589 days 20:28:05,7.279965676417829e-09,0.0,137363285.0
6028438,1524145611,0.0,0,0,0,1,61,1521,49,1,72,1167,1405,0,0,0 days 00:00:00,-7.279965676417829e-09,0.0,-137363285.0
6203485,1524145611,0.0,1,0,0,1,39,1198,90,1,85,1602,4181,25,0,0 days 00:00:00,0.0,0.0,0.0
5488479,1524145611,0.0,1,0,0,1,43,1454,36,3,34,1452,3396,28,0,0 days 00:00:00,0.0,0.0,0.0
6203431,1599312798,0.016895253,1,0,1,1,55,951,57,1,60,1564,2123,30,0,869 days 23:46:27,1.3303677308025377e-08,57.0,75167187.0
5468684,1661999151,0.425555821,1,1,1,1,60,2136,84,1,92,1366,3684,56,1,1595 days 12:39:00,1.5952435452737217e-08,84.0,62686353.0
15450240,1524145611,0.000517701,1,0,0,1,31,1224,45,1,61,1300,1756,2,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
15450240,1661017347,0.455221273,1,1,1,1,119,1659,62,1,274,2288,3904,62,1,1584 days 03:55:36,7.306110298769061e-09,62.0,136871736.0
6305328,1524145611,0.0,1,0,0,1,41,1459,70,2,231,1552,1695,26,0,0 days 00:00:00,-7.306110298769061e-09,0.0,-136871736.0
15450240,1656118365,0.578950536,1,1,1,1,124,985,75,1,137,2869,4221,55,1,1527 days 11:05:54,7.577321603821347e-09,75.0,131972754.0
9654189,1525473872,0.01218462,0,0,0,0,41,950,44,1,76,1599,1115,51,0,15 days 08:57:41,-7.654360142068905e-09,0.0,-130644493.0
5774515,1524145611,0.0,1,0,0,0,74,874,70,3,74,1481,2777,56,0,0 days 00:00:00,-7.528640831884698e-07,0.0,-1328261.0
15450240,1652848341,0.010153402,1,1,0,1,128,2724,40,3,174,1684,3022,55,1,1489 days 14:45:30,7.769842955157206e-09,0.0,128702730.0
6269523,1524145611,0.0,1,0,0,0,44,1582,2,2,99,2855,2160,0,0,0 days 00:00:00,-7.769842955157206e-09,0.0,-128702730.0
15450240,1650808720,0.0,1,0,1,0,120,847,72,1,96,1574,2896,56,1,1466 days 00:11:49,7.894958586560511e-09,72.0,126663109.0
5971222,1524145611,0.0,1,0,0,0,69,1512,44,2,98,1590,1733,0,0,0 days 00:00:00,-7.894958586560511e-09,0.0,-126663109.0
15450240,1545560149,0.0,1,0,0,1,63,1626,15,1,91,1424,2418,1,0,247 days 20:28:58,4.669724838331792e-08,0.0,21414538.0
15450240,1656618762,0.491790773,1,1,1,1,74,1845,61,1,76,2028,5254,55,1,1533 days 06:05:51,9.00425435711141e-09,61.0,111058613.0
15450240,1654417402,0.0,1,0,1,0,132,1679,48,1,93,1674,4873,60,0,1507 days 18:36:31,-4.54264636406585e-07,48.0,-2201360.0
15450240,1661999151,0.535447188,0,1,0,1,46,1720,36,1,116,1485,3595,25,0,1595 days 12:39:00,1.3189568792108526e-07,0.0,7581749.0
8319495,1524145611,0.431096885,1,0,0,1,35,1242,35,1,76,1634,3742,24,0,0 days 00:00:00,-7.254075593561109e-09,0.0,-137853540.0
15450240,1653313477,0.0,1,1,1,1,61,1596,65,1,55,1710,5212,25,1,1494 days 23:57:46,7.741863599418759e-09,65.0,129167866.0
5468684,1524145611,0.0,1,0,0,1,44,1672,65,3,46,1087,2324,0,0,0 days 00:00:00,-7.741863599418759e-09,0.0,-129167866.0
5780755,1655787238,0.464096286,1,1,0,1,101,2446,43,2,52,1017,1435,57,1,1523 days 15:07:07,7.596381348279751e-09,0.0,131641627.0
5941026,1524145611,0.0,1,0,0,1,42,1094,64,2,84,1665,3797,24,0,0 days 00:00:00,-7.596381348279751e-09,0.0,-131641627.0
6416265,1659930617,0.552252589,1,1,1,1,38,1609,53,1,116,1595,5503,57,1,1571 days 14:03:26,7.364583391482857e-09,53.0,135785006.0
15450240,1647123457,0.470438709,1,1,1,1,43,1669,60,1,61,1625,4913,57,1,1423 days 08:30:46,-7.808132325980155e-08,60.0,-12807160.0
15450240,1655054780,0.462144824,1,1,1,1,93,1281,49,3,92,1505,2519,54,1,1515 days 03:39:29,1.2608236986439714e-07,49.0,7931323.0
5930225,1530092875,0.0,0,0,0,1,60,1415,67,2,111,1594,2635,21,0,68 days 20:01:04,-8.002438823255775e-09,0.0,-124961905.0
6176735,1636751417,0.0,1,0,1,1,74,1456,77,1,30,985,3146,56,0,1303 days 07:23:26,9.375714136426131e-09,77.0,106658542.0
5499516,1524145611,0.0,0,0,0,0,36,891,12,2,64,1347,921,0,0,0 days 00:00:00,-8.880536763797064e-09,0.0,-112605806.0
6157245,1524145611,0.0,1,0,1,1,189,2317,50,1,76,1216,1595,28,0,0 days 00:00:00,0.0,50.0,0.0
15450240,1661999151,0.541888141,1,1,1,1,60,1645,65,3,264,1417,4256,30,1,1595 days 12:39:00,7.254075593561109e-09,65.0,137853540.0
15450240,1661999151,0.0,1,1,0,1,46,1134,56,2,75,1294,4290,26,1,1595 days 12:39:00,0.0,0.0,0.0
15450240,1646757948,0.477821566,1,1,1,1,35,1790,13,1,102,1674,3742,50,1,1419 days 02:58:57,-6.56116187153993e-08,13.0,-15241203.0
6286845,1524145611,0.0,1,0,0,0,35,1819,58,2,75,1308,921,0,0,0 days 00:00:00,-8.155786150622021e-09,0.0,-122612337.0
5612460,1524145611,0.0,1,1,1,1,34,1589,72,1,62,1533,1528,25,0,0 days 00:00:00,0.0,72.0,0.0
15057763,1524145611,0.0,0,0,0,1,78,902,73,1,61,1530,3267,0,1,0 days 00:00:00,0.0,0.0,0.0
15073184,1524145611,0.459422364,1,1,1,1,45,2595,86,2,93,2935,5502,52,1,0 days 00:00:00,0.0,86.0,0.0
15450240,1647802384,0.0,1,0,1,1,32,1476,38,2,30,1486,3832,59,0,1431 days 05:06:13,8.086900343097261e-09,38.0,123656773.0
6360405,1524145611,0.0,1,0,0,0,45,1092,32,1,50,1241,1058,0,0,0 days 00:00:00,-8.086900343097261e-09,0.0,-123656773.0
15450240,1661999151,0.515957564,1,1,1,1,130,1027,70,1,84,3157,5489,28,1,1595 days 12:39:00,7.254075593561109e-09,70.0,137853540.0
